tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,gender
28,0,961.4,0,0,1,Female
30,1,3121.1,1,1,0,Female
16,1,1448.6,1,0,1,Male
31,1,2587.7,1,1,1,Male
14,1,780.85,0,0,1,Female
72,1,8075.35,1,1,1,Female
53,1,1146.05,0,0,0,Female
68,0,2796.35,1,0,0,Male
50,1,4304.5,1,0,1,Female
70,1,7195.35,1,1,1,Female
65,1,3808.2,0,1,1,Female
1,1,70.5,0,0,0,Female
36,1,3565.65,1,1,0,Female
57,0,3437.45,1,1,0,Female
9,1,788.6,1,1,0,Female
3,1,169.45,0,1,0,Male
19,1,467.7,0,0,0,Female
68,1,7990.05,1,1,1,Female
29,1,2745.2,1,0,0,Male
17,1,1470.05,0,0,0,Female
71,1,8016.6,1,1,1,Male
1,1,89.15,1,1,0,Male
49,1,3902.45,1,1,1,Female
13,1,1058.6,0,0,0,Female
39,1,3801.7,1,1,0,Male
49,1,1024.65,0,0,0,Female
22,1,1816.75,1,0,0,Female
61,1,4158.25,0,0,1,Male
1,1,20.55,0,0,0,Male
2,1,242.8,1,1,1,Female
7,1,96.8,0,0,0,Female
71,1,1789.65,0,0,0,Male
17,1,310.6,0,0,0,Male
3,1,256.6,0,0,0,Female
72,1,1777.6,0,0,0,Male
40,1,2283.3,1,0,0,Male
14,1,299.3,0,0,0,Male
65,1,7118.9,1,1,1,Female
47,1,4707.1,1,1,0,Female
25,1,536.35,0,0,0,Male
2,1,154.3,0,0,0,Male
46,0,2816.65,1,1,1,Male
55,1,1210.3,0,0,0,Female
63,1,7002.95,1,1,1,Female
62,1,5215.25,1,1,1,Male
48,0,2145.0,1,0,0,Female
18,1,1468.75,0,0,1,Male
71,1,6172.0,0,0,1,Male
35,1,3161.6,0,1,0,Male
27,1,1652.95,0,0,0,Female
68,1,6392.85,1,1,1,Male
3,1,63.15,0,0,0,Female
39,1,762.45,0,0,0,Female
53,1,5042.75,1,0,1,Female
28,1,2598.95,1,1,0,Female
5,1,383.65,0,0,0,Male
10,1,208.25,0,0,0,Male
50,0,1748.9,0,0,1,Male
19,1,1495.1,0,1,0,Male
17,1,1201.65,0,1,0,Male
20,1,1023.85,0,0,0,Male
63,1,1209.25,0,0,0,Female
72,1,6224.8,1,1,1,Male
52,1,4627.8,0,0,1,Male
59,1,1222.65,0,0,0,Female
30,1,1929.95,0,1,0,Male
19,1,1760.25,1,1,0,Female
47,1,5317.8,1,1,1,Male
43,0,1931.3,1,0,1,Male
57,0,3265.95,1,1,1,Male
59,1,3116.15,0,0,0,Male
12,1,1017.35,1,0,0,Female
43,1,2391.15,0,1,0,Male
64,1,5632.55,1,1,1,Male
6,1,138.85,0,0,0,Male
1,1,70.3,0,0,0,Male
17,1,412.6,0,0,0,Male
60,1,6441.4,1,1,1,Female
72,1,8289.2,1,1,1,Male
5,0,219.0,0,0,1,Male
65,1,7337.55,1,1,1,Female
6,1,357.6,0,1,0,Male
4,1,299.7,1,1,1,Male
20,1,2239.65,1,1,0,Female
61,1,1417.9,0,0,0,Female
65,1,6786.4,1,1,0,Female
72,1,8312.4,1,1,1,Female
8,1,829.55,1,1,0,Female
12,1,872.65,1,1,1,Female
43,1,4600.7,1,1,1,Female
30,0,1172.95,0,1,0,Female
58,1,4807.35,0,0,1,Male
46,1,3231.05,1,0,1,Female
24,1,2322.85,1,1,0,Male
49,0,2541.25,1,1,0,Male
4,1,293.85,0,0,0,Male
10,1,475.7,0,0,0,Male
54,1,3092.65,0,0,0,Male
50,0,1932.75,0,0,1,Female
48,1,4029.95,1,0,0,Female
30,1,2555.9,0,1,1,Female
3,1,177.4,1,0,1,Female
1,1,19.9,0,0,0,Female
48,0,2108.35,1,0,0,Female
29,1,1912.15,1,0,0,Female
3,1,63.6,0,0,0,Female
14,1,772.85,1,0,1,Female
49,1,5070.4,1,1,0,Female
69,1,1346.2,0,0,0,Female
72,0,3952.45,1,1,0,Female
66,1,3810.8,0,0,1,Female
53,1,5036.9,1,0,0,Male
15,1,1345.55,1,0,0,Male
10,0,299.05,0,0,1,Female
27,1,1411.35,0,0,0,Male
72,1,5265.2,1,0,1,Female
21,1,1125.2,0,1,0,Male
1,1,54.75,1,0,0,Female
55,1,3068.6,0,0,0,Male
58,1,1160.75,0,0,0,Female
6,1,434.1,0,0,0,Female
12,1,260.9,0,0,0,Female
18,0,711.95,0,0,1,Female
3,1,220.4,0,0,0,Male
55,1,3157.0,1,0,0,Male
4,1,301.4,0,0,0,Male
10,0,329.8,1,0,0,Female
70,1,6470.1,1,0,0,Female
50,1,989.05,0,0,0,Female
72,1,1643.25,0,0,0,Male
66,1,7432.05,1,1,1,Male
2,1,181.7,1,1,0,Male
44,1,3471.1,1,1,0,Female
56,1,1334.0,0,0,0,Male
6,1,312.7,0,0,1,Male
25,1,495.15,0,0,0,Male
6,1,116.6,0,0,0,Male
1,1,45.1,0,0,0,Male
53,1,5769.75,1,1,0,Female
14,1,1348.9,1,1,1,Female
66,0,3632.0,1,1,1,Male
68,1,6754.35,1,1,1,Male
28,1,1517.5,0,0,1,Female
3,0,91.7,0,0,0,Female
24,1,2283.15,1,1,0,Female
9,0,359.4,1,0,0,Female
22,1,471.55,0,0,0,Male
56,1,5916.95,1,1,1,Female
21,1,985.05,0,0,0,Male
16,1,1281.0,0,1,0,Male
72,1,1798.9,0,0,0,Male
1,1,44.95,0,0,0,Male
32,1,3089.6,1,1,0,Female
1,1,19.75,0,0,0,Female
25,1,461.3,0,0,0,Female
17,1,1070.7,0,0,1,Female
33,1,3036.75,1,1,0,Male
14,1,944.65,1,0,0,Male
72,0,4919.7,1,1,1,Female
47,1,4889.3,1,1,0,Male
39,1,4134.85,1,1,1,Female
6,1,109.5,0,0,0,Female
11,1,233.9,0,0,0,Female
20,1,1859.5,1,1,0,Female
62,1,6487.2,1,1,0,Male
1,0,24.25,0,0,0,Male
34,0,1325.85,0,1,1,Male
28,1,2289.9,0,1,0,Male
42,0,2049.05,1,0,0,Male
24,0,933.3,1,0,0,Female
55,1,4144.9,0,0,0,Female
36,1,3050.15,1,0,0,Male
24,1,1400.55,0,0,0,Male
25,1,1679.65,1,0,1,Female
33,1,579.4,0,0,0,Female
1,1,78.45,0,1,0,Female
2,1,139.05,0,0,0,Female
39,1,3895.35,1,1,1,Male
55,0,2978.3,1,1,1,Male
72,1,5025.85,0,1,0,Female
70,1,5222.3,1,0,1,Female
4,1,261.25,1,1,0,Female
7,1,602.55,1,0,0,Male
54,1,1092.35,0,0,0,Female
31,1,3243.45,1,1,1,Female
60,1,4456.35,1,0,1,Female
1,1,50.15,0,0,0,Female
65,1,4555.2,0,0,0,Male
12,1,260.7,0,0,0,Female
72,0,4754.3,1,1,1,Male
7,1,144.95,0,0,0,Female
44,1,3670.5,0,0,1,Female
7,1,605.45,1,1,0,Male
12,1,316.2,0,0,0,Male
62,1,3753.2,0,0,1,Male
4,1,77.6,0,0,0,Male
5,1,370.25,1,0,0,Female
2,1,160.75,0,0,0,Female
1,1,70.3,0,0,0,Male
40,1,2847.2,1,0,1,Female
1,0,35.9,0,0,1,Female
25,1,411.15,0,0,0,Male
6,1,335.65,0,0,0,Male
41,1,3089.1,0,0,1,Male
9,1,484.05,0,0,0,Male
1,1,75.35,0,0,0,Male
22,1,1783.6,0,0,0,Female
38,1,3342.0,1,1,0,Female
23,1,2186.4,0,1,0,Male
60,1,4543.95,1,1,1,Male
47,1,3021.45,0,1,0,Female
72,1,6733.0,1,1,1,Female
70,1,7554.05,1,1,0,Male
1,1,70.6,0,0,0,Male
4,1,381.3,1,0,0,Female
8,1,535.55,0,0,0,Female
71,1,8175.9,1,1,1,Male
2,1,146.05,0,1,0,Female
34,1,678.8,0,0,0,Male
40,1,3168.75,0,0,0,Male
20,1,415.4,0,0,0,Male
27,1,2383.6,1,0,1,Female
30,1,3021.3,1,1,0,Male
9,1,651.5,0,0,0,Female
3,1,273.2,1,1,0,Female
12,1,280.4,0,0,0,Male
71,1,6223.8,1,1,1,Female
27,1,761.95,0,0,0,Female
40,1,2460.35,0,1,1,Female
52,0,1623.4,0,0,0,Male
70,1,6859.05,1,1,1,Female
3,1,225.65,1,1,1,Male
10,1,253.9,0,0,0,Male
7,1,112.3,0,0,0,Male
61,1,5673.7,1,1,0,Male
7,1,418.3,1,0,1,Female
72,1,7537.5,1,0,1,Male
1,1,20.45,0,0,0,Male
1,1,60.1,0,0,1,Male
3,1,237.75,0,0,0,Male
25,1,630.6,0,0,0,Male
1,0,30.5,0,0,0,Female
33,1,2531.4,1,1,1,Female
32,1,2665.0,1,0,0,Female
52,1,1331.05,0,0,0,Male
28,1,2812.2,1,1,1,Female
16,1,1350.15,0,1,0,Female
26,1,2034.25,1,0,0,Male
1,1,78.95,0,1,0,Male
58,1,4828.05,0,1,0,Male
60,1,6401.25,1,1,0,Female
32,1,2871.5,1,1,0,Male
18,1,389.25,0,0,0,Female
1,1,95.45,1,1,0,Male
48,0,1388.75,0,0,0,Female
51,1,4146.05,0,0,0,Male
72,0,3937.45,1,1,0,Female
23,1,1917.1,0,0,0,Male
5,1,416.3,0,0,0,Male
11,1,214.75,0,0,0,Male
52,1,5568.35,1,1,0,Male
41,1,2029.05,0,0,1,Female
63,1,5029.05,0,0,0,Female
61,1,6375.2,1,1,0,Male
12,1,1057.55,1,0,0,Female
1,1,90.6,1,1,0,Female
4,1,78.3,0,0,0,Male
14,1,1112.3,0,0,1,Female
69,1,1713.1,0,0,0,Male
44,0,2440.25,1,1,0,Male
13,1,1308.1,1,1,0,Female
9,1,906.85,1,1,1,Male
22,1,432.5,0,0,0,Male
1,1,20.5,0,0,0,Female
1,0,43.3,1,0,0,Male
71,1,6585.35,1,1,0,Female
42,1,1014.25,0,0,0,Female
1,1,79.55,0,1,0,Male
1,1,74.9,0,0,0,Male
42,1,3541.35,0,1,0,Female
8,1,401.5,0,0,1,Female
65,1,6674.65,1,1,0,Male
20,1,1416.2,0,1,1,Male
1,1,81.95,1,0,0,Female
42,1,3058.3,0,1,0,Male
51,1,1216.35,0,0,0,Male
43,1,3581.6,1,1,0,Male
46,1,4408.45,1,0,0,Female
52,1,4652.4,1,1,1,Male
10,1,198.25,0,0,0,Female
35,1,3180.5,1,0,0,Male
66,1,4097.05,0,0,1,Male
52,1,4976.15,0,1,0,Female
46,1,4903.2,1,1,1,Male
50,1,3486.65,0,1,1,Male
13,1,1359.0,1,1,0,Male
27,1,2135.5,0,0,0,Female
22,1,2415.95,1,1,0,Male
71,1,6045.9,1,1,1,Male
26,1,1233.15,0,0,0,Male
45,1,4200.25,1,1,0,Male
16,1,295.55,0,0,0,Female
49,1,5168.1,1,1,1,Male
14,1,372.45,0,0,0,Female
17,1,770.6,0,0,0,Male
72,1,1679.25,0,0,0,Female
49,1,4690.65,1,1,0,Male
67,1,1343.4,0,0,0,Female
29,0,926.2,0,0,1,Female
13,1,1334.45,1,1,0,Male
72,1,7887.25,1,1,0,Female
58,1,2878.55,0,0,0,Male
72,1,6565.85,0,0,1,Male
1,1,72.1,0,0,0,Female
5,1,94.15,0,0,0,Male
34,1,3946.9,1,1,1,Female
72,1,8308.9,1,1,1,Female
51,1,4905.75,1,1,0,Male
4,1,235.1,0,0,1,Female
4,1,338.9,1,0,0,Male
24,1,2264.05,1,1,0,Female
31,0,1580.1,1,0,0,Female
1,1,54.35,0,0,0,Male
1,1,45.1,0,0,0,Male
34,1,2339.3,0,1,1,Female
22,1,1692.6,0,0,0,Female
4,1,91.45,0,0,0,Female
72,1,7459.05,1,1,0,Male
8,1,158.35,0,0,0,Male
1,0,24.45,0,0,0,Male
1,1,79.7,1,0,0,Female
1,1,25.7,0,0,0,Female
9,1,809.75,1,1,0,Female
33,1,3270.25,1,1,0,Male
53,1,5576.3,1,1,0,Male
57,1,4939.25,0,1,0,Male
60,1,4765.0,0,0,0,Female
72,0,4746.05,1,1,1,Male
32,1,2970.8,1,0,0,Male
48,1,4744.35,1,1,0,Male
22,1,454.05,0,0,0,Female
65,0,2933.95,0,1,1,Female
65,1,3857.1,0,0,1,Female
1,1,19.8,0,0,0,Female
66,1,6690.75,1,1,0,Female
71,1,7291.75,1,1,1,Male
17,1,1214.05,0,0,0,Male
2,1,85.15,0,0,0,Male
51,1,4911.05,1,0,0,Male
20,1,1493.55,0,0,0,Male
71,1,7854.15,1,1,0,Male
67,1,7482.1,1,1,0,Male
1,1,75.3,0,0,0,Female
16,1,1189.4,0,0,0,Male
55,1,4805.3,0,1,1,Female
7,1,554.05,0,1,1,Female
43,1,2737.05,1,0,0,Female
1,1,55.0,0,1,0,Female
4,0,99.95,0,0,0,Female
72,1,8331.95,1,1,1,Male
49,1,5166.2,1,0,1,Female
53,1,4867.95,1,1,0,Male
60,0,2911.5,1,0,0,Female
68,1,6581.9,1,0,0,Female
57,1,4438.2,1,1,0,Male
7,1,576.65,0,1,0,Female
1,1,19.1,0,0,0,Female
7,1,477.05,0,1,0,Female
68,1,1498.85,0,0,0,Male
19,1,1888.65,1,1,1,Male
2,1,151.75,0,0,0,Female
67,1,6717.9,1,1,1,Female
67,1,3994.05,0,0,1,Male
35,1,2441.7,0,1,1,Male
67,1,7244.7,1,1,1,Female
11,1,987.95,0,1,1,Female
56,1,4824.45,1,1,1,Male
8,0,216.45,0,0,0,Male
22,1,555.4,0,0,0,Female
71,1,5956.85,1,1,1,Male
46,0,1620.25,0,0,0,Female
66,1,6779.05,0,1,1,Female
15,1,749.25,0,0,0,Male
25,1,2338.35,1,1,1,Male
32,1,607.7,0,0,0,Male
8,1,579.0,1,0,0,Male
6,1,171.0,0,0,0,Male
3,1,130.15,0,0,0,Female
11,1,683.25,0,1,0,Male
15,1,1430.05,0,1,0,Male
23,1,2169.8,0,1,0,Female
1,1,44.0,0,0,0,Female
37,0,1525.35,0,0,1,Male
69,1,5542.55,1,1,1,Male
71,1,5564.85,1,1,1,Male
8,1,482.25,0,0,0,Female
6,0,348.8,1,1,1,Female
58,1,4916.4,1,1,1,Female
39,1,3474.45,0,0,1,Female
23,1,2024.1,1,0,0,Male
66,1,1269.1,0,0,0,Male
51,1,4089.45,1,1,1,Male
7,1,586.05,0,1,0,Female
15,1,332.65,0,0,0,Male
51,1,4242.35,0,0,0,Male
4,1,73.45,0,0,0,Male
18,1,913.3,0,0,0,Female
46,1,4154.8,1,0,0,Male
3,1,334.65,1,1,0,Male
63,1,1559.3,0,0,0,Male
52,1,4990.25,1,0,1,Male
17,1,1108.0,0,1,1,Female
43,1,3662.25,1,1,1,Female
69,1,1399.35,0,0,0,Male
70,1,5743.3,0,1,1,Female
4,1,97.5,0,0,0,Female
60,1,1270.55,0,0,0,Male
20,0,482.8,0,0,0,Female
69,1,6511.25,0,1,0,Male
48,1,4997.5,1,1,0,Female
1,0,30.55,0,0,1,Female
8,1,415.05,0,0,0,Male
1,1,45.85,0,0,0,Male
1,1,19.55,0,0,0,Female
22,1,422.5,0,0,0,Male
16,0,679.85,0,1,0,Male
72,1,8547.15,1,1,1,Male
11,1,729.95,0,1,0,Male
4,1,367.95,0,1,0,Male
8,1,141.6,0,0,0,Female
54,1,4350.1,1,1,1,Female
69,1,5553.25,1,0,1,Male
46,1,3605.2,1,0,0,Male
67,1,3431.75,0,0,0,Female
71,1,6325.25,1,1,1,Male
20,1,1648.45,1,1,0,Male
41,1,4594.95,1,1,1,Female
3,0,132.2,1,0,0,Male
15,0,688.2,1,1,0,Male
22,1,1730.35,0,0,0,Male
18,1,1451.9,0,0,0,Male
9,1,923.5,1,1,0,Female
26,1,2018.1,0,0,0,Male
71,1,7382.85,1,1,1,Male
16,1,326.65,0,0,0,Female
72,1,6352.4,1,1,1,Female
42,1,949.85,0,0,0,Male
47,1,4391.45,1,0,0,Male
66,1,4428.45,0,0,0,Male
5,1,216.9,0,0,1,Male
4,0,118.5,0,0,0,Male
42,1,761.85,0,0,0,Female
69,0,4263.4,1,1,1,Male
60,1,7049.5,1,1,1,Male
12,1,219.35,0,0,0,Female
3,1,141.5,0,0,0,Male
54,1,5643.4,1,1,1,Male
6,1,98.35,0,0,0,Male
2,1,42.7,0,0,0,Male
57,1,5625.55,1,0,1,Male
63,1,1298.7,0,0,0,Female
41,1,3893.6,0,1,0,Female
25,1,2513.5,1,1,1,Male
65,1,5459.2,1,1,1,Female
54,1,1079.45,0,0,0,Female
61,1,5731.85,1,0,1,Male
19,1,344.5,0,0,0,Male
12,1,227.45,0,0,0,Female
18,1,471.35,0,0,0,Female
68,1,6683.4,1,0,1,Male
10,1,1064.65,1,1,0,Female
20,1,1899.65,1,1,0,Male
42,1,4138.05,1,0,1,Male
45,0,1840.75,0,0,1,Male
72,1,8349.45,1,1,1,Male
35,1,3836.3,1,1,1,Female
72,1,6588.95,0,1,0,Male
8,1,820.5,1,1,0,Female
37,1,2345.2,1,1,0,Female
21,1,2239.4,1,1,1,Female
71,1,5662.25,1,1,1,Female
40,1,2731.0,1,0,0,Male
10,1,612.95,0,1,1,Male
25,1,2191.15,1,0,0,Female
41,1,3187.65,1,1,1,Female
19,1,1777.9,1,1,0,Male
23,1,2326.05,1,1,0,Female
57,1,5969.85,1,1,1,Male
2,1,134.05,0,1,0,Female
70,1,5589.45,1,1,1,Female
1,1,88.35,1,1,0,Male
70,1,7534.65,1,1,1,Male
72,1,7104.2,0,0,1,Female
25,1,2655.25,1,1,0,Male
23,1,2470.1,1,1,1,Male
65,1,1218.65,0,0,0,Male
25,1,460.2,0,0,0,Male
15,1,1258.3,0,0,1,Female
41,0,2215.4,1,1,0,Male
1,1,54.65,0,1,0,Female
48,1,3629.2,1,0,1,Male
4,1,229.55,1,0,1,Male
17,1,351.55,0,0,0,Male
42,1,4323.45,1,1,0,Female
49,0,1838.15,1,0,0,Male
21,1,390.4,0,0,0,Male
60,1,6586.85,1,1,1,Male
58,1,1513.6,0,0,0,Male
31,1,638.55,0,0,0,Male
61,1,6383.9,1,1,1,Female
64,1,5629.15,1,0,0,Male
61,0,3751.15,1,1,1,Female
67,1,4677.1,0,0,1,Male
55,1,1443.65,0,0,0,Male
20,1,416.45,0,0,0,Female
11,1,795.65,0,0,0,Male
72,1,8456.75,1,1,1,Female
57,1,4845.4,1,1,1,Female
70,0,3011.65,0,1,0,Male
68,1,7279.35,1,1,1,Female
1,1,84.6,1,0,0,Male
47,1,3650.35,0,0,0,Male
15,1,994.55,1,0,0,Female
69,1,1442.65,0,0,0,Female
3,1,165.2,0,0,0,Female
1,1,19.45,0,0,0,Female
33,1,3027.65,0,1,1,Male
53,1,3686.05,1,0,0,Male
20,1,1614.2,0,1,0,Female
1,1,93.55,1,1,0,Male
10,1,1064.95,1,1,0,Male
32,1,601.55,0,0,0,Female
56,1,5594.0,1,1,0,Male
71,1,1372.45,0,0,0,Female
13,1,916.75,0,0,0,Female
2,1,39.8,0,0,0,Female
17,1,1640.0,1,0,1,Male
2,1,113.35,0,0,0,Male
72,1,7323.15,1,1,0,Female
26,0,1362.85,1,1,1,Male
5,1,135.0,0,0,0,Male
3,1,329.95,1,1,0,Male
26,1,2193.0,0,0,0,Female
59,1,3801.3,0,0,1,Female
27,1,1336.15,0,0,0,Female
57,1,5925.75,0,1,1,Male
1,1,44.1,0,0,0,Female
37,1,695.05,0,0,0,Female
6,1,314.6,0,0,0,Female
18,1,1373.05,0,0,1,Male
19,1,1875.55,1,1,1,Male
67,1,5229.45,1,1,0,Female
34,1,2427.35,0,0,0,Male
22,1,1054.6,0,0,0,Female
52,1,4738.3,0,1,0,Male
56,0,2959.8,1,1,1,Male
18,1,1752.55,1,1,0,Male
56,1,5794.65,1,1,0,Male
4,1,356.65,1,0,1,Male
64,1,7396.15,1,1,1,Female
61,1,4932.5,1,1,0,Male
71,1,7168.25,0,1,1,Female
2,1,134.7,0,0,0,Male
64,1,6688.1,1,1,1,Male
45,1,4964.7,1,1,1,Male
18,1,424.5,0,0,0,Male
66,1,1714.55,0,0,0,Male
37,0,1390.85,0,0,1,Male
39,1,1004.35,0,0,0,Male
25,1,2043.45,1,0,0,Male
22,1,1850.65,0,1,0,Male
10,1,189.45,0,0,0,Male
20,1,393.15,0,0,0,Female
8,1,581.7,1,0,1,Male
49,1,2583.75,0,0,0,Female
65,1,6725.5,1,1,1,Female
1,1,45.2,0,0,0,Male
5,1,498.1,1,1,0,Male
72,1,6827.5,0,0,1,Female
72,1,7998.8,1,1,1,Female
53,1,5200.8,1,1,0,Female
21,1,1570.7,0,0,0,Male
70,1,7475.85,1,1,1,Female
33,1,3467.0,1,1,0,Female
23,1,1758.6,0,0,0,Female
45,1,2553.7,0,0,1,Male
35,1,708.8,0,0,0,Female
16,1,327.45,0,0,0,Male
49,1,5174.35,1,0,1,Female
1,1,19.3,0,0,0,Male
61,1,4860.85,1,0,1,Male
68,1,1193.55,0,0,0,Male
1,1,19.75,0,0,0,Male
60,0,3237.05,1,1,0,Female
53,1,1336.1,0,0,0,Male
28,1,2890.65,1,1,1,Female
2,1,145.15,0,0,0,Female
1,1,70.2,0,0,0,Female
16,1,1194.3,0,0,0,Female
72,1,1460.85,0,0,0,Female
6,1,322.9,0,0,0,Female
3,1,318.6,1,1,1,Male
49,1,4494.65,0,1,0,Male
1,1,50.45,0,0,0,Female
50,1,4914.9,1,0,0,Male
12,0,355.9,0,0,1,Female
32,1,2483.05,1,0,0,Male
68,1,7074.4,1,1,0,Male
1,1,20.8,0,0,0,Male
40,0,1382.9,0,0,1,Male
5,1,262.3,0,0,0,Male
72,1,5763.15,1,0,1,Male
1,1,85.45,0,1,0,Female
58,1,6393.65,1,1,1,Female
24,1,605.25,0,0,0,Female
3,1,267.4,0,1,1,Female
62,1,1296.15,0,0,0,Female
72,1,7922.75,1,1,1,Male
50,1,3444.85,0,0,0,Female
66,1,1374.2,0,0,0,Male
40,1,3292.3,0,0,0,Male
40,1,2921.75,0,1,1,Male
67,1,6895.5,1,1,1,Male
56,1,5841.35,1,1,0,Female
64,1,1277.75,0,0,0,Female
20,1,1745.2,0,1,0,Male
71,1,6707.15,1,0,1,Male
41,1,3023.55,0,1,0,Male
72,0,3527.0,0,1,1,Male
18,0,812.4,0,1,0,Male
71,1,5012.1,0,1,1,Male
46,1,3047.15,0,0,1,Male
46,1,890.35,0,0,0,Female
57,1,3134.7,0,0,1,Male
68,1,5330.2,1,1,0,Female
1,0,25.15,0,0,0,Female
38,1,743.5,0,0,0,Male
32,1,2570.0,0,0,0,Female
2,1,89.75,0,0,0,Female
10,1,735.5,0,0,0,Male
72,1,1496.45,0,0,0,Female
65,1,7245.9,1,1,1,Female
21,1,1737.45,1,0,0,Male
67,1,1335.2,0,0,0,Female
12,1,854.45,1,1,1,Female
25,1,2660.2,1,1,0,Female
8,1,695.75,1,0,0,Female
1,1,19.45,0,0,0,Male
65,1,5071.9,1,1,1,Female
2,1,104.2,0,0,0,Female
62,0,3008.55,0,1,1,Female
36,1,3067.2,1,0,0,Male
38,1,755.5,0,0,0,Female
57,1,3509.4,0,0,1,Male
32,1,707.5,0,0,0,Male
44,1,4063.0,1,0,0,Male
2,1,114.1,0,0,0,Male
41,1,4527.45,1,1,1,Female
14,1,1259.0,1,0,0,Female
56,1,4902.8,0,1,0,Female
7,1,646.85,1,0,0,Female
11,1,237.3,0,0,0,Male
13,1,273.25,0,0,0,Female
71,1,7555.0,1,1,0,Female
22,1,493.4,0,0,0,Male
42,1,4298.45,1,0,0,Male
15,1,270.6,0,0,0,Female
69,1,6480.9,0,1,1,Male
23,1,1702.9,0,0,0,Female
19,1,1424.5,0,0,0,Male
63,1,3221.25,0,0,0,Female
68,1,4953.25,1,1,1,Male
1,1,80.55,0,1,0,Male
18,0,669.85,0,1,0,Female
71,0,4145.9,1,1,1,Female
15,1,335.95,0,0,0,Female
8,1,130.25,0,0,0,Male
21,1,2030.3,1,1,0,Male
6,1,552.65,0,1,0,Female
69,0,2134.3,0,0,0,Male
68,0,3948.45,1,0,1,Male
1,1,20.3,0,0,0,Female
62,1,1244.8,0,0,0,Male
38,1,2862.55,1,1,0,Male
5,1,424.15,0,0,0,Male
3,1,279.55,1,1,0,Male
45,1,5125.5,1,1,1,Female
1,1,20.95,0,0,0,Female
9,1,637.4,0,0,0,Female
20,1,1540.35,0,0,0,Female
54,1,4370.25,0,0,0,Female
20,1,419.4,0,0,0,Male
48,1,5067.45,1,1,0,Male
54,0,1364.75,0,0,0,Male
1,1,50.1,0,0,0,Female
1,1,43.8,0,0,0,Female
1,1,19.55,0,0,0,Male
48,1,1004.5,0,0,0,Male
1,1,19.55,0,0,0,Female
37,1,2658.4,1,0,1,Female
1,1,19.1,0,0,0,Male
39,1,987.95,0,0,0,Male
4,1,227.35,0,1,0,Female
33,1,800.3,0,0,0,Female
18,1,331.35,0,0,0,Male
4,1,179.35,0,0,1,Male
56,1,1238.65,0,0,0,Male
17,1,1144.5,0,0,0,Female
50,1,4549.45,0,0,1,Male
72,1,1401.15,0,0,0,Male
10,1,786.3,0,0,0,Male
25,1,486.05,0,0,0,Female
71,1,1873.7,0,0,0,Female
20,1,507.4,0,0,0,Female
14,1,1235.55,0,1,0,Male
62,1,3487.95,0,0,0,Male
8,0,215.2,0,0,0,Male
54,1,4931.8,1,0,0,Male
61,1,7365.7,1,1,1,Female
67,0,4103.9,1,1,1,Female
49,1,4060.9,1,0,1,Male
66,1,6075.9,1,1,1,Male
47,1,5135.15,1,1,0,Male
21,0,780.15,0,0,1,Male
51,1,5038.15,1,1,0,Male
22,1,1820.9,0,0,0,Female
3,1,57.5,0,0,0,Male
64,1,7069.25,1,1,1,Female
67,0,3579.15,1,1,1,Female
72,1,1797.1,0,0,0,Male
37,1,2302.35,0,0,1,Male
37,1,727.8,0,0,0,Female
41,1,4187.75,1,1,0,Male
65,1,6812.95,1,1,0,Male
47,1,942.95,0,0,0,Male
26,1,1834.95,0,0,0,Female
9,1,758.6,0,1,0,Male
60,1,4946.7,1,1,1,Female
1,1,86.05,0,1,0,Male
62,0,2748.7,1,0,0,Female
6,1,418.4,0,0,0,Female
53,1,5311.85,0,1,0,Female
32,1,2324.7,0,0,0,Female
67,1,7804.15,1,1,1,Male
15,1,399.6,0,0,0,Female
49,0,1453.1,0,0,0,Male
22,1,1206.05,0,0,1,Female
64,1,6823.4,1,1,1,Male
21,1,1852.85,0,0,0,Male
12,1,1060.2,0,1,0,Female
43,1,4107.3,1,0,0,Female
66,1,1359.5,0,0,0,Male
44,1,4364.1,1,1,0,Female
17,1,330.6,0,0,0,Female
1,1,50.1,0,0,0,Female
51,1,4913.3,1,1,0,Male
9,1,178.5,0,0,0,Male
64,1,6254.2,1,1,0,Female
8,1,658.1,0,0,0,Male
57,1,4018.35,0,0,0,Male
59,1,4070.95,1,0,1,Female
64,1,4392.5,0,1,0,Male
1,1,19.4,0,0,0,Female
72,1,6110.75,1,1,1,Female
1,1,80.5,1,0,0,Male
51,1,1260.7,0,0,0,Male
42,1,3588.4,0,0,1,Female
1,1,20.3,0,0,0,Female
56,1,5744.35,1,1,1,Female
39,1,4040.65,1,1,0,Male
25,0,970.55,0,1,0,Male
71,1,5139.65,1,0,1,Male
10,1,492.1,0,0,0,Male
40,1,3369.05,0,1,0,Male
68,1,1664.3,0,0,0,Male
61,1,1226.45,0,0,0,Male
69,1,6194.1,1,1,1,Male
30,1,2530.4,1,1,1,Female
1,1,46.2,0,0,0,Male
22,1,412.55,0,0,0,Female
38,1,3616.25,0,1,1,Male
3,1,242.0,0,0,0,Female
1,0,35.45,1,0,0,Male
41,1,3729.75,0,1,1,Male
7,1,355.1,0,0,0,Female
68,1,7039.45,1,1,1,Female
5,1,318.1,0,1,1,Male
41,1,4213.35,1,1,1,Male
35,1,882.55,0,0,0,Female
19,1,1532.45,1,0,0,Male
69,1,5502.55,0,1,1,Male
45,1,3371.0,0,1,1,Male
